trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
33,False,"{'a': 0.01, 'e': 0.946042343528387}",25,2,-151.29246073024598,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 2}",1
34,False,"{'a': 0.01, 'e': 0.9427546655283462}",20,0,-146.1895581392338,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
35,False,"{'a': 0.01, 'e': 0.9393727128473789}",35,0,-128.02502759673592,"{0: 22, 1: 3, 2: 8, 3: 1, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.9358968236779348}",20,0,-76.19461458470316,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
37,False,"{'a': 0.01, 'e': 0.9323273456060345}",30,0,-197.26274624473078,"{0: 15, 1: 4, 2: 6, 3: 3, 4: 2}",0
38,False,"{'a': 0.01, 'e': 0.9286646355765102}",30,0,-68.11887882700344,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
39,False,"{'a': 0.01, 'e': 0.9249090598573131}",20,0,-85.86754955321419,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
40,False,"{'a': 0.01, 'e': 0.9210609940028851}",25,0,-200.21433739017712,"{0: 14, 1: 4, 2: 2, 3: 1, 4: 4}",0
41,False,"{'a': 0.01, 'e': 0.9171208228166051}",25,6,-178.53755926309339,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 4}",1
42,False,"{'a': 0.01, 'e': 0.9130889403123083}",20,0,-90.98815005372653,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
43,False,"{'a': 0.01, 'e': 0.9089657496748851}",20,0,-72.89847107944665,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.9047516632199634}",20,0,-99.08359593566091,"{0: 10, 1: 4, 2: 3, 3: 3, 4: 0}",0
45,False,"{'a': 0.01, 'e': 0.9004471023526769}",35,0,-246.32845712946698,"{0: 17, 1: 5, 2: 8, 3: 2, 4: 3}",0
46,False,"{'a': 0.01, 'e': 0.8960524975255252}",30,0,-124.2456224336857,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
47,False,"{'a': 0.01, 'e': 0.891568288195329}",25,0,-79.47794640141394,"{0: 13, 1: 5, 2: 7, 3: 0, 4: 0}",0
48,False,"{'a': 0.01, 'e': 0.8869949227792842}",25,0,-102.04621017206945,"{0: 13, 1: 3, 2: 8, 3: 1, 4: 0}",0
49,False,"{'a': 0.01, 'e': 0.8823328586101215}",25,0,-82.92757979059913,"{0: 16, 1: 3, 2: 3, 3: 3, 4: 0}",0
50,False,"{'a': 0.01, 'e': 0.8775825618903728}",25,0,-149.58915326028085,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
51,False,"{'a': 0.01, 'e': 0.8727445076457513}",30,1,-84.98776492914392,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 0}",1
52,False,"{'a': 0.01, 'e': 0.8678191796776499}",25,0,-71.83789534257095,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
53,False,"{'a': 0.01, 'e': 0.862807070514761}",30,0,-190.18800168117627,"{0: 14, 1: 2, 2: 10, 3: 3, 4: 1}",0
54,False,"{'a': 0.01, 'e': 0.8577086813638242}",30,0,-104.32710621066917,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
55,False,"{'a': 0.01, 'e': 0.8525245220595057}",20,0,-150.6689539599204,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
56,False,"{'a': 0.01, 'e': 0.8472551110134161}",25,7,-120.53420822314243,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 2}",1
57,False,"{'a': 0.01, 'e': 0.8419009751622687}",25,0,-144.66151142880918,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
58,False,"{'a': 0.01, 'e': 0.8364626499151869}",25,0,-217.92545221254122,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 5}",0
59,False,"{'a': 0.01, 'e': 0.8309406791001636}",20,0,-88.57639468064423,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
60,False,"{'a': 0.01, 'e': 0.8253356149096783}",20,0,-60.44725278746179,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
61,False,"{'a': 0.01, 'e': 0.8196480178454795}",20,0,-23.62668695858386,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
62,False,"{'a': 0.01, 'e': 0.8138784566625339}",20,0,-170.8651288374351,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 3}",0
63,False,"{'a': 0.01, 'e': 0.8080275083121519}",25,0,-43.2268299332421,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
64,False,"{'a': 0.01, 'e': 0.8020957578842927}",20,0,-52.84635954566918,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.7960837985490559}",20,0,-136.0118164282693,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
66,False,"{'a': 0.01, 'e': 0.7899922314973651}",25,0,-201.05733310130915,"{0: 9, 1: 4, 2: 7, 3: 4, 4: 1}",0
67,False,"{'a': 0.01, 'e': 0.7838216658808492}",20,6,-75.62439855219853,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
68,False,"{'a': 0.01, 'e': 0.7775727187509279}",20,0,-41.809351330496504,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
69,False,"{'a': 0.01, 'e': 0.7712460149971065}",35,0,-128.8485924703381,"{0: 23, 1: 2, 2: 7, 3: 2, 4: 1}",0
70,False,"{'a': 0.01, 'e': 0.7648421872844884}",20,0,-37.47954037079313,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
71,False,"{'a': 0.01, 'e': 0.7583618759905082}",20,0,-61.12406392675546,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
72,False,"{'a': 0.01, 'e': 0.751805729140895}",20,0,-204.7455761227603,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
73,False,"{'a': 0.01, 'e': 0.7451744023448704}",35,0,-182.06160538142183,"{0: 22, 1: 5, 2: 4, 3: 1, 4: 3}",0
74,False,"{'a': 0.01, 'e': 0.7384685587295879}",25,0,-31.03143575336967,"{0: 18, 1: 5, 2: 1, 3: 1, 4: 0}",0
75,False,"{'a': 0.01, 'e': 0.7316888688738209}",20,0,-48.68473937689323,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
76,False,"{'a': 0.01, 'e': 0.7248360107409052}",20,11,-80.92198384288534,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
77,False,"{'a': 0.01, 'e': 0.7179106696109433}",35,0,-259.506012866607,"{0: 18, 1: 4, 2: 7, 3: 2, 4: 4}",0
78,False,"{'a': 0.01, 'e': 0.7109135380122773}",20,0,-8.705668509823147,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
79,False,"{'a': 0.01, 'e': 0.7038453156522361}",25,10,-92.53917747539299,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 2}",1
80,False,"{'a': 0.01, 'e': 0.6967067093471654}",20,0,-28.464774654470794,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.689498432951747}",30,0,-59.48333545108615,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
82,False,"{'a': 0.01, 'e': 0.6822212072876135}",25,1,0.41963377454827167,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.674875760071267}",20,0,-30.879036511572824,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
84,False,"{'a': 0.01, 'e': 0.6674628258413081}",20,3,-125.08124946656565,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 2}",1
85,False,"{'a': 0.01, 'e': 0.6599831458849822}",20,0,-6.984667127929709,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.6524374681640519}",30,0,-19.93672466346608,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
87,False,"{'a': 0.01, 'e': 0.6448265472400012}",30,0,-77.73522037840328,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
88,False,"{'a': 0.01, 'e': 0.6371511441985802}",30,0,-128.31181365140876,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
89,False,"{'a': 0.01, 'e': 0.6294120265736969}",20,6,-21.49991155434864,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.6216099682706644}",20,13,-11.933451340488876,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.6137457494888116}",20,0,-9.050102323465635,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
92,False,"{'a': 0.01, 'e': 0.6058201566434628}",30,11,-44.83484011344891,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.5978339822872982}",30,0,-101.93531872067729,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
94,False,"{'a': 0.01, 'e': 0.5897880250310982}",20,0,-43.08767102515719,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
95,False,"{'a': 0.01, 'e': 0.5816830894638835}",25,0,-78.01117584040925,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
96,False,"{'a': 0.01, 'e': 0.5735199860724567}",20,0,-57.46786940080763,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
