trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
85,False,"{'a': 0.4, 'e': 0.5755504782013432}",25,0,-46.35642954146423,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
86,False,"{'a': 0.4, 'e': 0.8485702747846052}",25,0,-158.14468028589755,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
87,False,"{'a': 0.4, 'e': 0.9876194833474773}",25,0,-139.47203849064974,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
88,False,"{'a': 0.4, 'e': 0.9707452912726807}",25,17,-12.024037756634453,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.4, 'e': 0.8006117624589936}",20,0,-50.613994315365474,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
90,False,"{'a': 0.4, 'e': 0.504079240209085}",25,15,-9.677515093879178,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.4, 'e': 0.12796368962740468}",30,0,34.384101413133074,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
92,False,"{'a': 0.4, 'e': 0.26835451388009673}",25,3,-66.71667533787347,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
93,False,"{'a': 0.4, 'e': 0.6223054402265364}",25,0,-134.30092858826944,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
94,False,"{'a': 0.4, 'e': 0.8780080208168103}",30,0,-75.27867330608716,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
95,False,"{'a': 0.4, 'e': 0.9950924405655388}",20,0,-128.34078128964808,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
96,False,"{'a': 0.4, 'e': 0.9550736440472949}",25,0,-130.37946939654876,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
97,False,"{'a': 0.4, 'e': 0.7642697192987757}",25,0,-107.36074268569485,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
98,False,"{'a': 0.4, 'e': 0.4528044106399808}",20,0,-11.679496545191299,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
99,False,"{'a': 0.4, 'e': 0.0698512418071273}",25,7,-11.777868305909545,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.4, 'e': 0.3241299022175636}",25,0,-10.48573591551892,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
101,False,"{'a': 0.4, 'e': 0.6669380616522619}",20,0,-130.8045860384334,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
102,False,"{'a': 0.4, 'e': 0.9044513657900196}",25,2,-35.416871928173244,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 0}",1
103,False,"{'a': 0.4, 'e': 0.9991716863513789}",20,10,9.135802191417703,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.4, 'e': 0.9361447674306613}",20,0,-34.32801606811765,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
105,False,"{'a': 0.4, 'e': 0.7253211736891915}",20,0,-20.90327328942689,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
106,False,"{'a': 0.4, 'e': 0.39998531498835127}",20,12,13.7524130520878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.4, 'e': 0.011500569930257757}",20,11,16.195798577313674,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.4, 'e': 0.37879986224521894}",25,0,23.1644559876242,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
109,False,"{'a': 0.4, 'e': 0.7092961252257328}",25,6,-54.753242125202426,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
110,False,"{'a': 0.4, 'e': 0.9278101260403985}",20,0,-190.2891073981006,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
111,False,"{'a': 0.4, 'e': 0.9998433086476912}",25,0,-102.06094710040097,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
112,False,"{'a': 0.4, 'e': 0.9140232173799515}",20,0,-71.37694838889978,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
113,False,"{'a': 0.4, 'e': 0.6838989576356965}",20,9,-0.5604033451229649,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.4, 'e': 0.3458020900549924}",20,15,7.209679403728039,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.4, 'e': 0.046889324047043116}",20,13,13.253492254218232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.4, 'e': 0.4321779448847783}",30,0,-72.18374932388946,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
117,False,"{'a': 0.4, 'e': 0.749235170956358}",20,4,-32.86882792048386,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
118,False,"{'a': 0.4, 'e': 0.9480046377211855}",25,0,-54.61571947679194,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
119,False,"{'a': 0.4, 'e': 0.9971050169212831}",20,0,-21.212086021145208,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
120,False,"{'a': 0.4, 'e': 0.8887844383003768}",25,0,-87.51425035285334,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
121,False,"{'a': 0.4, 'e': 0.6401443394691997}",20,8,-24.656273932131207,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
122,False,"{'a': 0.4, 'e': 0.2904395249332599}",25,8,27.004109258226368,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.4, 'e': 0.1051193044036857}",20,12,12.496417669664536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.4, 'e': 0.48408210693916126}",20,0,-17.881436994250986,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
125,False,"{'a': 0.4, 'e': 0.7866189887891044}",20,0,-54.22086107967392,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
126,False,"{'a': 0.4, 'e': 0.9649660284921133}",20,0,-226.49040478381093,"{0: 9, 1: 0, 2: 7, 3: 0, 4: 4}",0
127,False,"{'a': 0.4, 'e': 0.99096614997482}",25,1,-129.43935436349184,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 2}",1
128,False,"{'a': 0.4, 'e': 0.8605145057459257}",20,0,-40.53675652448455,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
129,False,"{'a': 0.4, 'e': 0.5942065420576682}",20,0,-66.53144238342463,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
130,False,"{'a': 0.4, 'e': 0.23408643079538105}",25,0,-49.40238680904478,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",1
131,False,"{'a': 0.4, 'e': 0.16299078079570548}",20,12,14.729849655150666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.4, 'e': 0.5343353319413849}",25,0,-94.39196739766244,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
133,False,"{'a': 0.4, 'e': 0.8213200831418752}",30,0,-191.50518273366092,"{0: 19, 1: 1, 2: 5, 3: 2, 4: 3}",0
134,False,"{'a': 0.4, 'e': 0.9786364524049915}",20,16,7.011547773992575,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.4, 'e': 0.9814476440973232}",20,0,-25.788085571260844,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
136,False,"{'a': 0.4, 'e': 0.8293098328631502}",30,0,-75.38998952434959,"{0: 18, 1: 4, 2: 8, 3: 0, 4: 0}",0
137,False,"{'a': 0.4, 'e': 0.5462422338892708}",25,0,-64.15321623746586,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
138,False,"{'a': 0.4, 'e': 0.176934996961671}",20,5,5.482400837754161,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
139,False,"{'a': 0.4, 'e': 0.2203063855384424}",25,3,30.716596677837096,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.4, 'e': 0.5827662338601124}",25,7,-15.850840181919873,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.4, 'e': 0.8532201077225842}",20,0,-58.304673537389476,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
142,False,"{'a': 0.4, 'e': 0.9889692871843135}",20,11,-30.825155462291,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 0}",1
143,False,"{'a': 0.4, 'e': 0.9685819616620305}",30,0,-213.29470041380694,"{0: 17, 1: 3, 2: 6, 3: 0, 4: 4}",0
144,False,"{'a': 0.4, 'e': 0.7952768415790757}",20,0,-5.982447936420375,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.4, 'e': 0.4964149947625673}",20,0,-78.72546915862324,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 2}",0
146,False,"{'a': 0.4, 'e': 0.11918013544881928}",20,7,23.420648679360788,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.4, 'e': 0.276870646718798}",30,13,-13.10364188028163,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
148,False,"{'a': 0.4, 'e': 0.6292096416028881}",20,0,-34.11275599886936,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
149,False,"{'a': 0.4, 'e': 0.882210269143113}",25,0,-161.25028649262114,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
150,False,"{'a': 0.4, 'e': 0.9959292932301297}",20,0,-231.6679335564833,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 4}",0
151,False,"{'a': 0.4, 'e': 0.9524129804151563}",30,0,-95.50326074265216,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
152,False,"{'a': 0.4, 'e': 0.758531599654735}",20,0,-120.86906464441289,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
153,False,"{'a': 0.4, 'e': 0.4448947579060243}",30,0,-5.7059271517448185,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
154,False,"{'a': 0.4, 'e': 0.061018816232456675}",30,20,13.12017607832615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.4, 'e': 0.33249065484213236}",20,0,28.94278022574695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
156,False,"{'a': 0.4, 'e': 0.6735071623235862}",25,0,-44.387144534019484,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
157,False,"{'a': 0.4, 'e': 0.9081916979535211}",30,11,-133.23726179143756,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 3}",1
158,False,"{'a': 0.4, 'e': 0.9994927338008855}",30,0,-96.7353183773699,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
159,False,"{'a': 0.4, 'e': 0.9329958438330894}",20,0,-103.952431701847,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
160,False,"{'a': 0.4, 'e': 0.7191994248420474}",25,0,-40.173372446336536,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
161,False,"{'a': 0.4, 'e': 0.39185723042955}",25,0,9.440742044059949,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.4, 'e': 0.0026493954912638444}",20,0,22.39322705442046,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,1,35.548546317308684,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,14,9.70091058932054,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,16,22.223349111047945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
